,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Sentiment,Polarity
1306,1306,1550347255265181697,1389083473395077120,DIWWOOO,2022-07-22 05:09:24+00:00,,proteg banc ciud ejercit tanqu despues vari banc congel millon dolar corr bancari realid extend pais,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1550347171798532102/pu/img/GIWjfuc2c5rg19jr.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1550347171798532102/pu/vid/636x360/V5aK2zeRe5pIagvL.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1550347171798532102/pu/vid/848x480/aPsOgitv9DUHcpTb.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1550347171798532102/pu/vid/476x270/0CddrCcmnQDdDOo5.mp4?tag=12')], duration=43198, views=None)], animated=[])",1,1,0,Neutral,0
1307,1307,1550338863981289474,3345287200,JoelHDYT,2022-07-22 04:36:03+00:00,Las Palmas de Gran Canaria,tom pod fuerz milit gran crisis econom tanqu tom call proteg banc ahorr person ahor product inversion retir,"Media(photos=[], videos=[], animated=[])",6,3,1,Neutral,0
1308,1308,1550106897671495682,1337408899889160194,twiterjardinfi,2022-07-21 13:14:18+00:00,Worldwide,warning riesg bank global inminent,"Media(photos=[], videos=[], animated=[])",1,1,0,Neutral,0
1309,1309,1549507371109531648,1145222648923750405,cdnpoliticalsa1,2022-07-19 21:32:00+00:00,Canada,impromptu military parad chin,"Media(photos=[], videos=[], animated=[])",2,1,0,Neutral,0
1310,1310,1549422299480133635,1329215021641961472,GundamNorthrop,2022-07-19 15:53:57+00:00,,globally speculat finally roll tanks hen silenc bank runs bank accounts robberi protests imminent,"Media(photos=[], videos=[], animated=[])",21,14,2,Negative,-1
1311,1311,1549169288954757121,1744721,Corbenic,2022-07-18 23:08:35+00:00,"Milan, Italy",domin,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1312,1312,1547367803749113856,3345287200,JoelHDYT,2022-07-13 23:50:07+00:00,Las Palmas de Gran Canaria,panic bancari banc afect client desesper empiez manifest pod sac diner banc catacl aproxim,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1546001100209373185/pu/img/YsUZeYXe8F-GBV5_.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1546001100209373185/pu/vid/960x544/gJttyplu3dpMXqEX.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1546001100209373185/pu/vid/634x360/Xmhuhav3LLen-Erd.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1546001100209373185/pu/vid/476x270/T0tOoHSJ2KpyrLGl.mp4?tag=12')], duration=2645, views=None)], animated=[])",25,22,3,Negative,-1
1313,1313,1547366982177136640,3345287200,JoelHDYT,2022-07-13 23:46:51+00:00,Las Palmas de Gran Canaria,crisis empez afect banc vari oficialic quiebr dar comienz gran crisis econom efect domin caid castill naip,"Media(photos=[], videos=[], animated=[])",5,5,1,Negative,-1
1314,1314,1546516095510761473,3872961273,GalindezM3,2022-07-11 15:25:44+00:00,,cuatr import banc chin grav problem liquidez ahorr protest pued sac diner cuent tens situacion principal comprador gran harin,"Media(photos=[], videos=[], animated=[])",11,7,0,Negative,-1
1315,1315,1546168180388806656,2313027666,jenniferzeng97,2022-07-10 16:23:15+00:00,"New York, USA 美國紐約",this hug dont know this will hen bank only that having problems with liquidity four chines banks having sam issu som depositors found they sav withdraw money with the bank cards,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1546167791685885952/pu/img/-1Jdnr76AJ4kiEQ5.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1546167791685885952/pu/vid/480x270/vqRG-KGMDW_6Fyks.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1546167791685885952/pu/vid/1280x720/4GGPD4oJZpmVr4Ea.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1546167791685885952/pu/vid/640x360/O3kC0BR5xIEYo9c3.mp4?tag=12')], duration=121920, views=None)], animated=[])",18194,8243,829,Negative,-1
1316,1316,1538772084721082368,4187497612,patteriot,2022-06-20 06:33:48+00:00,Guam,transfert continu,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1538772008435175424/pu/img/VgIVPG9ufkBVfHwQ.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1538772008435175424/pu/vid/320x568/vmXNaDzZcpXEJhzW.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1538772008435175424/pu/vid/720x1280/RNWwUJPSNeOsDlqb.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1538772008435175424/pu/vid/480x852/VnbU6ara1iYT_kQY.mp4?tag=12')], duration=23615, views=None)], animated=[])",3,1,2,Neutral,0
1317,1317,1535022116764061696,104028136,telesforo0,2022-06-09 22:12:46+00:00,,banc restring retir diner client corr bancari chin incoming,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
1318,1318,1534695853243392003,2313027666,jenniferzeng97,2022-06-09 00:36:19+00:00,"New York, USA 美國紐約",banks hav restrict depositors from withdrawing money rememb vide about banks having money withdrawing from hen provinc tweet befor bank about sweep,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FUxVUhmXwAAmxp1.png')], videos=[], animated=[])",2597,1044,169,Neutral,0
1319,1319,1526323167400460290,2283838646,Betterthanbing,2022-05-16 22:06:15+00:00,USA,lun,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FS6WiLxWQAA0Ex7.jpg')], videos=[], animated=[])",3,0,1,Neutral,0
1320,1320,1498210451137740803,1352303322884141056,AlchimistNO_KYC,2022-02-28 08:16:21+00:00,,cre compt,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1321,1321,1498016009994842117,66990107,andriguzman,2022-02-27 19:23:43+00:00,La Paz,vide viral corr bancari rusi devel implicit putin tiemp ademas cherry tort public gratuit mcdonalds,"Media(photos=[], videos=[], animated=[])",1,1,0,Neutral,0
1322,1322,1497889119917297665,525673730,jason_corcoran,2022-02-27 10:59:30+00:00,"Moscow, Russia",moscow bank queu tinkoff lig shopping cent khimki ther about peopl lin eyewitness money runs within minut,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1497889051420106753/pu/img/NzOk9uR9NUTuXLtZ.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1497889051420106753/pu/vid/640x360/ZC0oZYVhQCnOApUi.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1497889051420106753/pu/vid/1280x720/A__MpNfmm7b8AKiU.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1497889051420106753/pu/vid/480x270/a7vol7bJ1ZLLv3e1.mp4?tag=12')], duration=26363, views=None)], animated=[])",6964,3106,332,Neutral,0
1324,1324,1494722454295662597,1294502520363134978,CStrateges,2022-02-18 17:16:18+00:00,France,canadiens prennent dassaut banqu trudeau provoqu bank,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FL5SJevXoAUuTaN.jpg')], videos=[], animated=[])",568,401,15,Neutral,0
1325,1325,1494730098632806400,1285333410,PontiBenedetto,2022-02-18 17:46:40+00:00,,grand ritorn,"Media(photos=[], videos=[], animated=[])",5,2,0,Neutral,0
1326,1326,1494092820260532227,20675681,JamesMelville,2022-02-16 23:34:21+00:00,United Kingdom,what hell happening can banks right,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-jXEAADtys.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-qXEAAdIrK.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-rXoAEm5zh.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FLwVf-yXwAEKQ-U.jpg')], videos=[], animated=[])",31245,9031,2695,Negative,-1
1327,1327,1494678787757326340,3290069362,clwbateleur,2022-02-18 14:22:47+00:00,Switzerland,cris confianc blocag compt bancair possibl,"Media(photos=[], videos=[], animated=[])",3,5,0,Negative,-1
1328,1328,1494677675218247688,312374644,maiojose1,2022-02-18 14:18:22+00:00,EN MI CASA,canadi bank traves,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
1329,1329,1546278787381207041,1464756589127258123,Purga_NOM,2022-07-10 23:42:46+00:00,Mi hogar no esta aqui ,banc hen chin unic problem liquidez banc chin mism problem deposit descubr pued ahorr pued retir diner tarjet bancari,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1546001100209373185/pu/img/YsUZeYXe8F-GBV5_.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1546001100209373185/pu/vid/960x544/gJttyplu3dpMXqEX.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1546001100209373185/pu/vid/634x360/Xmhuhav3LLen-Erd.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1546001100209373185/pu/vid/476x270/T0tOoHSJ2KpyrLGl.mp4?tag=12')], duration=2645, views=None)], animated=[])",35,22,1,Neutral,0
1334,1334,1494178437690494976,286365313,jdescarrega,2022-02-17 05:14:34+00:00,"Moonzie, Scotland",gent sac diner banc consecuent decision polit can aceler forz fiat incompetent dirigent,"Media(photos=[], videos=[], animated=[])",5,2,3,Negative,-1
1338,1338,1493621624913944582,1244155447290089472,rasekrasek,2022-02-15 16:22:00+00:00,Isére,incorrupt,"Media(photos=[], videos=[], animated=[])",3,3,0,Negative,-1
1339,1339,1493594969713614853,78957336,france_soir,2022-02-15 14:36:05+00:00,Paris,danemark après avo lintegralit restrictions sanitair fevri sapprêt desormais abandonn purement simplement lensembl programm vaccination premièr mondial,"Media(photos=[], videos=[], animated=[])",7103,3134,145,Neutral,0
1340,1340,1493584975114944512,454731464,gopfx,2022-02-15 13:56:22+00:00,Lune,lanc can,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1341,1341,1493488953911123968,219363505,Absolutexe,2022-02-15 07:34:48+00:00,,vam reir,"Media(photos=[], videos=[], animated=[])",26,13,2,Neutral,0
1342,1342,1493488352397602817,843904904,JovenEuropeo,2022-02-15 07:32:25+00:00,,justin trudeau anunci intencion bloqu cuent bancari aquell particip protest gobiern canadiens ocurr ayer rastr prens nacional tiran gust aplast bot color,"Media(photos=[], videos=[], animated=[])",1220,453,12,Negative,-1
1344,1344,1481670442310156289,14401794,unoemezzo,2022-01-13 16:52:16+00:00,"Rome, Italy",allor geni,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FI_zaOXXoAMSSEu.jpg', videoUrl='https://video.twimg.com/tweet_video/FI_zaOXXoAMSSEu.mp4')])",0,0,0,Positive,1
1345,1345,1479486418330308612,1247063129693065216,Simona62506151,2022-01-07 16:13:44+00:00,,subit,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1346,1346,1478999970292408322,1620000878,Inverno1407,2022-01-06 08:00:46+00:00,,funzion anche contrari eheh,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1347,1347,1478804494712455177,427610792,Tempopersoh,2022-01-05 19:04:01+00:00,,cont corrent modest pens ritirar propri soldi serv nient dic sol cos riserv frazionari googlat dit preg,"Media(photos=[], videos=[], animated=[])",10,2,0,Neutral,0
1348,1348,1478811080717701124,1242506965068189698,UnnamedPlayer15,2022-01-05 19:30:11+00:00,stocazzo,comunqu,"Media(photos=[], videos=[], animated=[])",3,0,0,Neutral,0
1349,1349,1478806899244023812,202608127,Asiaest,2022-01-05 19:13:34+00:00,Nebraska,cred rischi anche tampon semplic,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1350,1350,1478804941896663042,913045458,Federico_95fd,2022-01-05 19:05:47+00:00,Lucca,cambi nient andiam,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1351,1351,1405357421120339971,55374274,JHONSU777,2021-06-17 02:51:34+00:00,Colombia,sucedi tit pued pas much vec tokens val maxim histor lleg curios algun muev ballen bitcoin pas mism simil nivel catastrof,"Media(photos=[], videos=[], animated=[])",1,0,0,Negative,-1
1352,1352,1295806223548395520,386810205,RM_marco01,2020-08-18 19:34:13+00:00,Rome,siam cas spaventat greci,"Media(photos=[], videos=[], animated=[])",2,0,2,Neutral,0
1353,1353,1238832114122084357,64691786,pensarsistemico,2020-03-14 14:19:27+00:00,Valencia (España-Spain),curv exponencial encim mism desat panic aceler crash mayor defect raz human incapac comprend funcion exponencial albert bartlett,"Media(photos=[], videos=[], animated=[])",2,1,0,Negative,-1
1354,1354,1237864692783001602,64691786,pensarsistemico,2020-03-11 22:15:15+00:00,Valencia (España-Spain),equivalent sanitari evit bancari dec mitig posibl colaps sistem sanitari sobrecarg mism mod sistem bancari colaps quis sac diner banc,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1356,1356,1237746475494490114,2821179496,SaludPublicaEs,2020-03-11 14:25:30+00:00,Madrid,fern simon explic import segu rajatabl recomend expert deb implic tod,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/media/ES1bXIMXkAEOjx2.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=288000, url='https://video.twimg.com/amplify_video/1237745370786078720/vid/480x270/W0JHYlTPNbcowa4o.mp4?tag=13'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/amplify_video/1237745370786078720/vid/1280x720/9VgIB494W44vVm63.mp4?tag=13'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/amplify_video/1237745370786078720/vid/640x360/NgIejMUZ_QYJMTVJ.mp4?tag=13')], duration=213720, views=None)], animated=[])",15298,10894,1191,Neutral,0
1357,1357,1235519655034445830,112778430,Tinojaramillo,2020-03-05 10:56:55+00:00,"Medellín, Colombia",dilem prisioner consecuent histeri colect paralel,"Media(photos=[], videos=[], animated=[])",9,3,0,Neutral,0
1358,1358,1235232434503012352,2551336675,MarkusEconomist,2020-03-04 15:55:36+00:00,"Princeton, NJ, USA",economics hoarding crucial goods lik fac masks lik bank potentially good group crucial differenc bankrun central banks easily produc liquidity hoarding cant produc fac masks easily liquidity,"Media(photos=[], videos=[], animated=[])",133,47,8,Neutral,0
1359,1359,1163718254482853889,283140385,Gab_1271,2019-08-20 07:43:47+00:00,-,ecco com ver,"Media(photos=[], videos=[], animated=[])",1,1,0,Neutral,0
1360,1360,1159253946030088193,62334216,stfnvgt,2019-08-08 00:04:13+00:00,,hac sab jos manuel men compr cantid bitcoins sab exact plat pued dorm tranquil cambi banc reserv fraccional incertidumbr existent fond mayor,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1361,1361,1151298769490796544,138294486,rpkampuchea,2019-07-17 01:13:11+00:00,"Caracas, Venezuela",corr bancari client retir millon dolar diari parec cad colaps,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/D_o8Ea8XkAIYfgo.jpg')], videos=[], animated=[])",3,5,0,Neutral,0
1362,1362,1148579956785647617,1091380531,ansia_tw,2019-07-09 13:09:35+00:00,,ancor nient quell parti,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/D_CTYUOXkAESrcL.jpg')], videos=[], animated=[])",1,0,0,Negative,-1
1363,1363,1088970306885013504,14610057,maximumneto,2019-01-26 01:22:07+00:00,"N23.16,  W109.71",jaj com amenaz caus tod franciaobvi sal bluff chalec amarill,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
1364,1364,1088965923267067907,1049314999615852544,DomHartur,2019-01-26 01:04:42+00:00,Estado de México,charr afor nuev,"Media(photos=[], videos=[], animated=[])",6,0,0,Neutral,0
1365,1365,1085576214075576322,229969486,ladydd69,2019-01-16 16:35:13+00:00,,com dentr leur,"Media(photos=[], videos=[], animated=[])",9,8,0,Neutral,0
1366,1366,1084521321474805760,1137871314,NonVoto1,2019-01-13 18:43:27+00:00,,eseguit precis form vien mess punt mer simbol,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1084520954695430144/pu/img/KuuYRMmCmx-I_Skc.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1084520954695430144/pu/vid/320x180/ImURTDzYL6W8IjBu.mp4?tag=8'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1084520954695430144/pu/vid/640x360/kSEFtEhDyDA2RVJx.mp4?tag=8')], duration=23528, views=None)], animated=[])",19,22,2,Neutral,0
1367,1367,1084018902378655744,896496284374372352,BlockBlogFr,2019-01-12 09:27:01+00:00,,revolt contr banqu,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
1369,1369,967532446563651584,166460777,AleGuardia,2018-02-24 22:51:25+00:00,Madrid,bank letoni declar insolvent caus denunci sid decision polit aleg solvenci contabl bank accumulat mor than billion strength liquidity thus ensuring demand,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
1370,1370,967218735177191429,78265339,jonathanalgar,2018-02-24 02:04:51+00:00,Lisbon,needless ablv does agre with ecbs stress deposit outflow modelling,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/DWxAJE4WkAAyNeQ.jpg')], videos=[], animated=[])",2,1,1,Neutral,0
1371,1371,943600800248619008,553643100,true217,2017-12-20 21:55:36+00:00,somewhere,rez lleg client retir diner,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1372,1372,921701824180183041,94308201,aprado17,2017-10-21 11:36:53+00:00,,habl cataluñ realid intent contrari,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
1373,1373,921330045880324097,412410659,SoleJosep,2017-10-20 10:59:35+00:00,,confirm postul fundamental einstein estupidez human infinit,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1374,1374,921321329009274880,18240615,cgpont,2017-10-20 10:24:56+00:00,Valencia (Spain),acojon riesg numer sin gent cre pued hac,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/DMkw0iOWAAAquMI.jpg', videoUrl='https://video.twimg.com/tweet_video/DMkw0iOWAAAquMI.mp4')])",2,0,0,Negative,-1
1375,1375,921273446356717569,15151652,GerardFoucher,2017-10-20 07:14:40+00:00,"Paris, France",cours catalogn occupe pued recuper diner favor terroristaa,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1376,1376,921122164211843072,18604681,kapitao,2017-10-19 21:13:32+00:00,"Barcelona, Catalunya",sabadell lanz campañ capt millon tras crisis cataluñ,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1377,1377,921113774576340993,58738386,Casfetera,2017-10-19 20:40:11+00:00,Catatònia.,autoinfling podr sal,"Media(photos=[], videos=[], animated=[])",22,12,4,Negative,-1
1378,1378,917861696269533184,559580733,blue2012spirit,2017-10-10 21:17:36+00:00,,dej clar,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1379,1379,905431962671828992,1231603440,lupecchioli,2017-09-06 14:06:16+00:00,"Perugia, Umbria",prim minibot pagabil corridor,"Media(photos=[], videos=[], animated=[])",19,4,0,Neutral,0
1380,1380,891783124270682113,2367815168,AltisInvest,2017-07-30 22:10:40+00:00,,banc alto riesg,"Media(photos=[], videos=[], animated=[])",1,2,0,Neutral,0
1381,1381,851542071701897216,6264872,fodor,2017-04-10 21:07:05+00:00,"Barcelona, Spain",guind dic popul solvent deb tom decision,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1382,1382,799234734941413376,102745312,WinaArambule,2016-11-17 12:56:24+00:00,Uruguay,termin ingles panic bancari greci tamben sufr ahor toc,"Media(photos=[], videos=[], animated=[])",0,4,0,Negative,-1
1383,1383,737373477913661440,1226074158,CGhila,2016-05-30 20:01:51+00:00,Genoa and North of Italy,costruit intorn,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1384,1384,727996250142969856,462829190,PgGrilli,2016-05-04 23:00:06+00:00,,fav piccioni signor risolt pur problem eventual,"Media(photos=[], videos=[], animated=[])",2,1,0,Neutral,0
1385,1385,727927552086560768,789750300,CpnMro,2016-05-04 18:27:07+00:00,,stann prepar,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
1386,1386,694250132490027008,1400701532,VittorioBanti,2016-02-01 20:05:04+00:00,,total incompetent recit part escluder entrambi crisi finanziari indott,"Media(photos=[], videos=[], animated=[])",1,0,0,Negative,-1
1387,1387,694243238253838337,51759517,fdragoni,2016-02-01 19:37:41+00:00,,fug depositi regi lars feld starring feder fubini,"Media(photos=[], videos=[], animated=[])",5,9,1,Neutral,0
1388,1388,689871961149800448,36803665,sforaz,2016-01-20 18:07:47+00:00,Serre di Rapolano ,guardodic pavi son ancor,"Media(photos=[], videos=[], animated=[])",1,0,0,Negative,-1
1389,1389,686941697956311040,2787897519,miskatos,2016-01-12 16:03:58+00:00,Perugia,stiam uscend dalleur,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CYgK7E_W8AADFkC.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
1390,1390,686831204172214272,88731319,auctorluminis,2016-01-12 08:44:54+00:00,,paur,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1391,1391,681248910250262528,4024506411,ginpide,2015-12-27 23:02:51+00:00,,visc pronti,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1392,1392,679428445038710784,4024506411,ginpide,2015-12-22 22:28:59+00:00,,pericol nasc nacqu,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1393,1393,677854011366752258,2787897519,miskatos,2015-12-18 14:12:44+00:00,Perugia,eur,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1394,1394,677851064415186944,212724190,VaeVictis,2015-12-18 14:01:02+00:00,🇨🇭,porcat risparmiatori dat alla svendit dell subordinat banch hann assolut bisogn,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CWg18uXXAAAR4n3.jpg')], videos=[], animated=[])",1,13,0,Neutral,0
1395,1395,677218746163970048,18604681,kapitao,2015-12-16 20:08:25+00:00,"Barcelona, Catalunya",banc portugal garant solidez,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1396,1396,676406049482661888,54975036,publio71,2015-12-14 14:19:03+00:00,riva del garda,sol uscivam eur,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
1397,1397,676381553996484608,2328891722,JonChisciotte,2015-12-14 12:41:43+00:00,,mercant fier,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CWL9be3WEAAvaMF.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
1398,1398,676150107021160448,475234937,valy_s,2015-12-13 21:22:02+00:00,provincia di Gardaland (cit.),coooooom senz,"Media(photos=[], videos=[], animated=[])",2,7,2,Neutral,0
1399,1399,675957261685170176,589418956,giuslit,2015-12-13 08:35:44+00:00,"Bari, Italy",houston abbiam problem altro,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CWF7iTHXIAAJ6hT.jpg')], videos=[], animated=[])",1,4,1,Neutral,0
1400,1400,675376751397216256,99702635,scarpettavenere,2015-12-11 18:09:00+00:00,,ehhh intant sorgend problem ver,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
1401,1401,674144295683772416,1200946747,thegreek1977,2015-12-08 08:31:39+00:00,,cambien monet mic fumen risparmi,"Media(photos=[], videos=[], animated=[])",0,3,0,Neutral,0
1402,1402,673967147568242688,475234937,valy_s,2015-12-07 20:47:44+00:00,provincia di Gardaland (cit.),cors agli sportelli senz luscit dall,"Media(photos=[], videos=[], animated=[])",9,27,2,Neutral,0
1403,1403,672337891377422336,51759517,fdragoni,2015-12-03 08:53:39+00:00,,mond delleur banch son sicur,"Media(photos=[], videos=[], animated=[])",1,5,1,Neutral,0
1404,1404,669450921299091456,51759517,fdragoni,2015-11-25 09:41:52+00:00,,volatilizzat risparmi week senz dentr,"Media(photos=[], videos=[], animated=[])",2,11,3,Neutral,0
1405,1405,669449460825595908,230404050,mi_7453,2015-11-25 09:36:03+00:00,"Montreux, Switzerland",low tier etruri prim decret legg domen valevan lunedi mattin,"Media(photos=[], videos=[], animated=[])",2,4,1,Neutral,0
1406,1406,668362617833054208,589418956,giuslit,2015-11-22 09:37:20+00:00,"Bari, Italy",plastic dimostrazion contrariis esist crei comportamenti irresponsabili,"Media(photos=[], videos=[], animated=[])",4,4,2,Negative,-1
1407,1407,668357034186772480,1120077589,GiampaoloGalli,2015-11-22 09:15:09+00:00,Docente Economia Politica.,car amic liber lultim cos abbiam bisogn panic depositanti banch piccol grandi,"Media(photos=[], videos=[], animated=[])",0,4,7,Neutral,0
1408,1408,648447497581522944,1400701532,VittorioBanti,2015-09-28 10:41:45+00:00,,prender infart,"Media(photos=[], videos=[], animated=[])",4,2,0,Neutral,0
1409,1409,637350815565508608,51759517,fdragoni,2015-08-28 19:47:30+00:00,,perch scassi minchi,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
1410,1410,626075706531913728,3092725059,ItaloAmleto,2015-07-28 17:04:15+00:00,#pavidiconigli #pirreviù,starà facend,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
1411,1411,626070448560865280,337767301,borghi_claudio,2015-07-28 16:43:21+00:00,Italia,cerc rossi palazz veder risponder dat second volt scapp,"Media(photos=[], videos=[], animated=[])",6,8,4,Neutral,0
1412,1412,619040135397666818,1459429184,EcoCretin,2015-07-09 07:07:24+00:00,,quell succedev prim httptcotykugevwt,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CJdFtnYXAAAM0Om.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
1413,1413,619039098586722304,1459429184,EcoCretin,2015-07-09 07:03:16+00:00,,quell succedev prim httptcocniwuzoa,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CJdEw4XWoAADdRJ.jpg')], videos=[], animated=[])",0,0,1,Neutral,0
1414,1414,619038512730476544,1459429184,EcoCretin,2015-07-09 07:00:57+00:00,,quest succedev prim httptcorisnuqert,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/CJdEPJ6XAAAxG2r.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
1415,1415,618883798789410816,3041038629,CiprianIOx4C,2015-07-08 20:46:10+00:00,,preferisc quest,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
