,commenterID,UserName,Date,Text,Sentiment,Polarity
3662,UCo-nOrGb-Jj9fwTZMk8aOHg,@ivanostolani28,2023-11-14 05:48:41+00:00,anni cer gross nubiimprovvis cos guard segu canal inform volut ingannevol,negative,-1
794,UC6j5WFlYHHyMbNES-l8KJ7w,@matteotardivo7010,2023-11-17 12:06:21+00:00,lezion magistral vist almen volt ogni volt ved riesc cap sempr situazion attual anzi molt molt attual chiss arriv unaltr cris prossim mes principal europ fors stavolt quottitol tossiciquot bond stess govern,positive,1
793,UCpktaQjkwVPoDcH4Sg76C3w,@christiancageREC,2023-11-25 13:22:04+00:00,graz,negative,-1
26,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-11-28 18:40:59+00:00,hywmy warsh hales magacin frak kill selim emin many,positive,1
25,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-11-28 18:55:35+00:00,saddam hussehin selim emin boll ken miljard iken vlezr milj person lajn sijahet egypt turky,positive,1
24,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-11-28 19:00:09+00:00,bern satk kin paguj vllaznit sijahet vogl veqarin veqar miljard many sadun jon asht kazin bank krejt boten,positive,1
23,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-11-28 19:02:34+00:00,kil dijamant sliver miljard dun shkruj japm many vlladin putin selim emin donn trup vllaznit volgl,positive,1
22,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-01 15:50:51+00:00,boll blehen golld miljard golld,positive,1
21,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-01 15:54:53+00:00,vjet punoj blej miljard miljard punu selim emin charllos,positive,1
20,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-01 15:59:09+00:00,iban ikam bahen bank amerik russ miljard golld itakij frances triljard doll ikam blehen djalin ibaj miljard ton,positive,1
19,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-01 16:07:02+00:00,duhet evrop ital dasht regulll ewra fmit takojn yugslav hjthi bot boll punehen sahatin kluc boten miljard vjet moren miljard segund many botes selim emin charllos,positive,1
18,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-03 10:05:58+00:00,selim emin charlos perpec voj xhiz praz ikam mundesh wels austr krejt edin austrij selim emin charlos gatu perpec xhiz voj praz,positive,1
17,UCu2Kw66MxkAAKCRABFQsp3w,@altayfaa197406,2023-12-04 00:39:19+00:00,som smart peopl that gold slow buying selling invented ide trading gold whil sleeping warehouses with dust seeing,positive,1
792,UCy93ELN4AGYMmafR-c35P2w,@alessandroscudiero6104,2023-12-04 08:59:36+00:00,assurd professor,positive,1
16,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-05 00:55:34+00:00,shifn magzin vet ikam madh magazin selim emin charlos golld miljard golld tash miljard ton vjet,positive,1
15,UCw-oVul6KN7-o-TRKzJU77A,@putircenderelaaryanti9343,2023-12-05 22:25:33+00:00,aamiiinn aamiinn alloh uang untuk masjid utuk mosol untuk kuburan almarhum bapak kam yang terendam banj untuk anak yatim piatu untuk bantu bay hutang adik kam untuk palestin,positive,1
14,UCw-oVul6KN7-o-TRKzJU77A,@putircenderelaaryanti9343,2023-12-05 22:26:08+00:00,aamiiinn,positive,1
13,UC_LSAVvVbvx-2yg99N9_jUw,@radiancemusicTV,2023-12-07 13:21:06+00:00,poor peopl working mining gold this gold sleeping only with purpos,negative,-1
12,UC0o8Xkelfo8m9cV159uEwgA,@BmW-ks5se,2023-12-08 04:33:00+00:00,บญบารมบญ กราบกราบกราบ กราบ กราบสาธกราบสาธกราบสาธ กราบกราบกราบกราบครบ,positive,1
11,UChUf4AbtAqt3L0bIW2yqhvg,@user-iy6ug6mc2m,2023-12-09 03:40:34+00:00,good,positive,1
10,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-16 17:56:27+00:00,bankes italijes blem span turky dokoment bank shkrujt merr italijes blen,positive,1
9,UCOKX5wBdYL0coNm9Y-XP3Rg,@selimemini4503,2023-12-17 16:11:50+00:00,tregoj besimit musliman selim alban dep shiffn selim emin alban mrend mujt blehen lutn,positive,1
8,UCKS3t69uf39PyH88lZAcLYw,@spielt-Estella-Sh-TV,2023-12-18 19:39:32+00:00,хорошо,positive,1
7,UCKS3t69uf39PyH88lZAcLYw,@spielt-Estella-Sh-TV,2023-12-18 19:39:48+00:00,итальяно челентано,positive,1
6,UCi-4QB-9IyhAgoV4Ltotogg,@user-ku3oy2tj2h,2023-12-19 12:39:13+00:00,ramhar luitel patener gold companey gold shop rood hetaud masat barjeacher goldgiv mes,positive,1
5,UCi-4QB-9IyhAgoV4Ltotogg,@user-ku3oy2tj2h,2023-12-19 12:41:01+00:00,dher gold shop giv meramhariluitel help gold alreday kgnepal giv,positive,1
3417,UC0l8-YJlIPqgbK4SxbVRUxw,@syntax2.06,2023-12-19 22:51:51+00:00,primer comentar,positive,1
791,UC7X4jYDzY_x1sI2Y6tJn-_g,@Francesco-rw2vi,2023-12-20 08:27:38+00:00,spettacol professor vien vogl torn stud,negative,-1
790,UCvIzIhRhAqynhD05yinjSvg,@alessandrorigon1181,2023-12-20 20:56:49+00:00,grandios,negative,-1
3,UCsvOUh--zEIGj6OmAIi__sQ,@user-gn8bb7yh4k,2023-12-23 01:56:40+00:00,pubblic,negative,-1
789,UClzb63RWsn6sz9GdvT6Hygg,@sirenetto63,2023-12-25 00:11:34+00:00,copert cort italianabrbrcom liper tassazion privatizz ridott copertabrbrtassazionebrbrimpost compless impres ital europ put brimpost compless redd ital europ punt brbrimpost compless consum ital europ punt brimpost compless lavor redd consum ital europ punt brbrperd economichebrbrimpost eccess pag cittadin annobrcittadin mes lavor mesebrbrperd ital anno invec mldbrprodott intern lord fin stat esteribrbrperd stat gett fiscal annobrperd vann fin stat esteribrbrt eccess pag spes pubblic annobrperd entran circu vizios vann tasc nessunobrbrmanc util stat propr attiv annobrutil vann fin tasc soggett priv faccendier polit impres collusebrbrperd total stat cittadin anno eubrbrperd generalibrbrmanc econom manc occup manc competit impres conseguent croll dellexport pension salar fam prezz stell manc domand intern stat deficit invec andar avanz gett fiscal aument deb pubblic relat interess aument tassazion spes pubblicabrbrl soluzion href cristofol monet pubblic ital social cristian,negative,-1
4397,UCa1vhB4qr5jieJwz353y6TQ,@marco_888,2023-12-29 00:16:10+00:00,funzion ancor ancor iban tedesc,negative,-1
3581,UCVKJ05giJmKlxE0FV9fhizg,@JohnnyJohansen-zn7oy,2023-12-30 15:14:57+00:00,glazermy family musk kjeltring heter johnny johansen korrupt bankers,positive,1
3580,UCVKJ05giJmKlxE0FV9fhizg,@JohnnyJohansen-zn7oy,2023-12-30 15:16:38+00:00,løpegutter jenter antall,positive,1
3416,UCmrouVV7xEdVu79qqB7rN9w,@freddyfalcon1799,2024-01-03 16:09:20+00:00,crisis econòm estados unidos impagabl tra com consecuenc crisis mundial,negative,-1
3415,UCTDbDanTsG0fX4CeZ1LJThw,@arymusic-musicasincopyrigh6003,2024-01-03 16:09:50+00:00,pued puntoest toc subid criptodejad joder,negative,-1
3413,UCfX8bvZETXGbJfHov9aghqw,@enriquelopez3741,2024-01-03 16:12:22+00:00,camb,negative,-1
3412,UCxJ3ghjHs0bAlvBUmJ65olA,@ArielRodriguezGaleana,2024-01-03 16:14:37+00:00,saludos brper dep rein cielos bramen,positive,1
3411,UCOGe31T05vmUybbw5mTdGSw,@joseluistadeovazquez342,2024-01-03 16:18:38+00:00,gracias excelent informaciòn agradec compartas bendiciones,positive,1
3410,UCBtHveAVCRoEfiWJ5TAg3Dw,@DiegoT295,2024-01-03 16:20:09+00:00,explot explot empezamos sal adel,positive,1
3409,UCn9-5lFm7tdbO7UcGA3EyfA,@jmarti9257,2024-01-03 16:23:45+00:00,alfin comens caer mercad tradicional tambien san subid continu correcciones,positive,1
3408,UCE1NPnrhfWzZiVIk0VtLNQQ,@jerryvalle7202,2024-01-03 16:24:18+00:00,peru cuot cred hipptecar sub funcion valor inmuebl mantien com inic acord,positive,1
3407,UCsnCrXbciAnIKGn7-Vox6HQ,@quetzal8198,2024-01-03 16:29:18+00:00,segùn este canal desd mund està acab nomàs cumpl parecen testigos jehov,negative,-1
3406,UCqz6N74rCEqVwnxqdcsJryw,@gigapuddi102,2024-01-03 16:30:44+00:00,estoy empez pens poner crisis videos clicks llevamos desd mism cantinel tamien predig crisis,negative,-1
3404,UCPReLsgZtv_5P3h3H_jFpsQ,@savosaren856,2024-01-03 16:34:10+00:00,claroen electoral haber hecatomb bolsas segur saber quièn pagabrbrcom invadan alienìgenas algo estil este pon bajist nouriel roubin dec,positive,1
3403,UC9VQ-SVfmgDKlhV2BVgsy5Q,@rairyo,2024-01-03 16:35:02+00:00,abril veremos cumpl,positive,1
3402,UCSQyqn5pNkj-UKt6st0_3kA,@InnnInnn,2024-01-03 16:41:13+00:00,dijisteis mism cuand econom comienz predec futur mient,positive,1
3401,UCO3MLqFX0S6ihKR_NkgGYRw,@Raybuzzzon,2024-01-03 16:42:01+00:00,imagìnens españ gobernas derec agradecidos tenemos gent,positive,1
3400,UClaVjNEn3_R6qg5tuogkFiw,@orlandohernandez8978,2024-01-03 16:44:22+00:00,sacan crèd tas variabl afect per tas fij efect,positive,1
3399,UCvuy1lF-nvxIMQs67lZpxVQ,@carlosalbertofernandezmora3069,2024-01-03 16:45:03+00:00,nad predican aqui termin pas,negative,-1
3398,UCA_c1yV_BfV0aJgI5PYnAdg,@JoseSantos-ct3px,2024-01-03 16:45:21+00:00,gran vide com siempr per cre princip vide error cuot hipotec sub increment valor viv sin subid intereses,negative,-1
3397,UCYagI3mEExDUb9vzzTmSBkQ,@josealbertojimenezblanco24,2024-01-03 16:47:29+00:00,vuelt antiguaaaa siempr,positive,1
3396,UCQVQJqL_-wndOUymXBEMxgA,@carlosrojas8291,2024-01-03 16:49:50+00:00,buen vide com afectar esto paises dolarizados rest paises,positive,1
3395,UCaCk3ErhhrBDRDTuGoyrVog,@tenderizer999,2024-01-03 16:50:45+00:00,sol enti unos pocos acumulan tod diner prestan muchos intereses apart tenemosnqu compr muchas cosas inecesarias par darnos status social per gastamos quebramos todos acumuladores diner quiebran pais manipulan bien,positive,1
3394,UCxD71-fK5igTGY4p-TGkSpw,@Andres38283,2024-01-03 16:59:44+00:00,vien gran reset cuidad chips quieran implant larg este añobrbrùnans resistenc,positive,1
3393,UC4LOktHvKS5PeeUVeUos-ZQ,@marcelomac01,2024-01-03 17:01:29+00:00,maner financistas yankees encontraron transform valor fictic valor real ofrecen creditovalor fictic bajos intereses gent endeud compr casasvalor real despues suben tasas interes gent poder segu pag quotdaquot bancos casas golp perfectobry felicitaciones camb final asociaron inflacion relacion entre ofert demand cuand antes culpaban emision monetariaclar camb tambien tien culp per mismobrun otro detall principal problem fueron derivativos financistas vendian negociaban deudas propietarios propietar poder pag reaccion caden empezòbr,negative,-1
3390,UCWxNSnEwa2Kvfs1VLEQAVsg,@AngelTorres-nf8rd,2024-01-03 17:13:07+00:00,este vide total fals todas fuentes caràcter financier indican economì tendr lev desaceleraciòn ser aterrizaj suav nivel consum nad crisis,negative,-1
3389,UCzJBE-1Hq-bBzGTrc8wsqcQ,@loren_trader,2024-01-03 17:13:56+00:00,buen vide buen anàlisis,positive,1
3388,UCMfwZ1qguZtybI6r65KQvsA,@matiasespinoza8922,2024-01-03 17:15:22+00:00,promed,negative,-1
3387,UCV2emwztptwLit6spHjlFTw,@nansenciciotti1919,2024-01-03 17:15:44+00:00,primer punt gent tien nad diner extra tienen par pag gastos basicos tarjetas estan hast poder busqu datos antes habl charadas,positive,1
3386,UCMlUMo4ILcwE3mVvBgvWIrg,@JoseLopez-rq1wt,2024-01-03 17:22:19+00:00,peor porqu viviendas estan sobr valoradas vid car,positive,1
3385,UCR-e6gnzsKZpCyxM6UlzwJw,@marcosteixeiradarosar5269,2024-01-03 17:22:52+00:00,per mantien tiemp alquilanl viv estrope esto riesg,positive,1
3384,UC3OhipCjA6ESp1G8tdK48HA,@nandodiaz2197,2024-01-03 17:26:37+00:00,llevan esto ùltimos años pas nad estos vìdeos sust par monetiz ser resecciòn todos años,positive,1
3383,UCo2WrP3UgaKZy1M-UVpzH1A,@ikaro2k5,2024-01-03 17:34:26+00:00,aument prec casas porqu banc teng cobr esta cobr interès ademàs tien garantì cas cas impag ser interes pagan poc poc quedànd casas final unos pocos bancos seràn dueños tod viv,positive,1
3382,UC5fWD1NEs_TU6RH4BNTLbnQ,@edirivera88,2024-01-03 17:36:45+00:00,hemos aprendid much ustedes muchas gracias,positive,1
3381,UCPF-xzCzZ6L7McAQalYK99w,@Divergent._.,2024-01-03 17:39:31+00:00,afectar algùn mod mèxic hipotecas prec viviendas algo sol tien impact,negative,-1
3380,UCWR7DUeTfDS1fWj-Qkf8n0w,@josedelapaz1522,2024-01-03 17:41:51+00:00,hac par gan visitas perfect saben este tip contenidos llaman atenciòn sub dic previsiones buenas diràn muchos mariposas cabez tod bien buen realist per acas està hac per contrar igual contenid vacì porqu futur predic nad prueb clar tienen nad estas cosas cumplen per vide preocupaciòn màsbrbrun suscriptor menos,positive,1
3379,UCH91ujj4kqs3t00SZLEOCIw,@juanfrancisconavarrotomas9466,2024-01-03 17:42:01+00:00,enti com morosidad sub exponencial mism tiemp suben tip interès hipotecar esta pas,negative,-1
3378,UCKZg8eMI8aoemO94OEhU-5A,@cesarocon3401,2024-01-03 17:45:19+00:00,este mism canal dij habrì resecion,positive,1
3377,UClPTNOcD_nMkVk8PznuQAKw,@vanhackez5224,2024-01-03 17:46:34+00:00,hac años vienes dic colaps lleg pront mism predicador mund,negative,-1
3376,UCWzZhV0g3it3EQ5jHQADopQ,@pedropirela9308,2024-01-03 17:50:10+00:00,per tas interès baj empresarios inmobiliarios pueden ped prèstamos intereses bajos perm constru nuevas casas pas ofert nuevas casas elev tendrìamos problem demand,positive,1
3375,UCixnnxyn_Med0uMECrcmZ0w,@joseperez6975,2024-01-03 17:50:45+00:00,feliz nuev tienen vide acerc impact cbdcs par poder ampli mejor tem gracias,negative,-1
3374,UCloMZfzzYtr6HMJW-v9r5gw,@josemanuellepe3492,2024-01-03 17:51:47+00:00,sol estoy esper burbuj plusvalì bienes raìces explot par poder comprarm terren bar,positive,1
3373,UCtcFx8VsKWGz6gUT8DWYDyw,@jaanlopez4126,2024-01-03 17:57:50+00:00,dic està crèditos hipotecarios funcionan loc sab dic este canal,negative,-1
3372,UCWzZhV0g3it3EQ5jHQADopQ,@pedropirela9308,2024-01-03 17:58:45+00:00,condiciones crediticias eran deferentes ahor protecciòn hipotecar durant crisis morosidad hipotecar lleg estar lleg,negative,-1
3371,UCyWdP1GO5oEhbeeNiIV6GGA,@DanielCDiez,2024-01-03 17:59:29+00:00,llevamos desd covid,negative,-1
3370,UCGZZ6mnePBnYrD1PbdjfIqg,@jamesquintero4992,2024-01-03 18:01:12+00:00,curios tod sector financier econòm paìs conocedor esto per hac nad par regul control creen sub tas solucionan tod final cuerd siempr romp lad dèbil,positive,1
3369,UCkgxvy-1KUf61hmFziAX0fQ,@7narada7,2024-01-03 18:03:05+00:00,allì dond bancos quedaràn tod està pensad par esto ocurrabrquotrecoger cosechaquot haràn bancos,negative,-1
3368,UCNeQuWaedCqWVqVkcpchATQ,@lourdesayala9535,2024-01-03 18:05:29+00:00,verdad medias brbry clar sueld emplead pued viv bien este paìs menos cuentes ingres adicional ingres residual crecient panoram esperas much alentador èxitos par todos este hermos,positive,1
3366,UCrvPkyqXocpz5qMnJE6zXQg,@albertobarrera1714,2024-01-03 18:07:45+00:00,sum despidos inteligenc artificial,positive,1
3365,UClWfbWoFfdoZtXEn0IOH55w,@oscarcamarillo7642,2024-01-03 18:08:15+00:00,esta super buen vide gracias explic pequeñ nunc sup entendì cuand explicaban preparars entonces updat vide canad estarì buen gracias,positive,1
3364,UCgljF_ynf3KqofPMZ8ntHQw,@elgallodecolombia,2024-01-03 18:11:52+00:00,dej clipbat,positive,1
3363,UCaskwwucMDzB5cvCAgm8jXQ,@franciscobecerra7455,2024-01-03 18:17:15+00:00,excelentes temas dej verlos,positive,1
3362,UCnvN7grFe8HlCrtCujW-1Zg,@ronaldsr23,2024-01-03 18:17:58+00:00,pasad dijeron serì cad despuès pandem nuev,negative,-1
3361,UC9ejxekYcbQ8qVjVwwfrlFA,@danieldesoto3936,2024-01-03 18:19:45+00:00,aterrador,positive,1
3360,UCZDJ_u0KMJe7mJ7KjAOgcLQ,@jesusserrano1936,2024-01-03 18:20:23+00:00,vide alarm sol vistas lastim,negative,-1
3359,UCSqRSeGHSfdj6wn4cQ4Ux9A,@cvalencia150493,2024-01-03 18:20:45+00:00,inmobiliarias càncer economìabrhan orillad nad pued compr cas med hipotec carisim precios hast triplican cost real tod par ellos proteger inversiòn debemos derrib sistem algùn mod deb pront porqu vehìculos tambièn camin,positive,1
3358,UC31Re6CAnp6YTI8UiEOh-5g,@manuelrugama5590,2024-01-03 18:21:43+00:00,excelent exposiciòn sobr crisis pasad avecin cre part cambios globales esta gener humanidad desarroll cosolidadacion histor,negative,-1
3357,UCKZ81lEdzJZ8KgQi3vBG-Vw,@garciafriasluisangel8627,2024-01-03 18:23:35+00:00,existenc airbnb pued creer exist crisis,negative,-1
3356,UCE4DXIH_XrWmN-QGn8_elbg,@franciscovazquez3854,2024-01-03 18:24:51+00:00,ojalàapenas buen,positive,1
3355,UCncwDaB-BnQNOc2KoumKFFw,@camilo3313,2024-01-03 18:28:15+00:00,banc instituciòn financier entra problemas monetarios gobiern otras instituciones ayudan sal rat pobr entra problemas financieros desalojan propiedad,negative,-1
3354,UCrN-wOMNh1b8o6QmIc2fbBA,@lcc1958,2024-01-03 18:28:59+00:00,href desgraciados recièn estàn baj tasas suben precios antes pudran cas,positive,1
3353,UCxnumnPtaSoOkzuUfyg7dug,@saltalindes5554,2024-01-03 18:30:59+00:00,españ rècord afiliados seguridad social nunc hub tant trabaj com ahor prev sig sub alta demand construcciòn gastronomì ahor datos cuadr ningun,positive,1
3352,UCkzJSn4lPziHKGuWLSkhhHw,@mbt19,2024-01-03 18:31:43+00:00,este señor supier hacer mercad estar aquì busc lik habr forrad andarì aotr cos,negative,-1
3351,UC7tgLLfsZDTTH3PRNZ7awYg,@derlininfante7899,2024-01-03 18:34:03+00:00,este bien cre hay crisis,negative,-1
3350,UCiVzdA0jKgzxA-weVUekAMg,@rubenfinances,2024-01-03 18:35:03+00:00,posibl suced mism años anteriores este concedìan prèstamos personas insolventes cos actual suced,negative,-1
3349,UCenSv99n2DW-3ke6IfGGvZA,@Goyo.S.Rodrigo,2024-01-03 18:35:26+00:00,crisis financieras product funcionamient sistem capitalistasiempr hubosiempr habràper ahor ser peorporqu mund està endeudad nunc antesy estados pueden caer bancarrot tras otratemblar tierr,negative,-1
3348,UCe5cCjON6BdhuGWXitqHV-g,@kvleyvin2697,2024-01-03 18:35:50+00:00,buen vìde esto ayudab saber inviert casas sigu,positive,1
3347,UCMEGWGKpANOTdeAMXzJW3lw,@Jose-fy1pm,2024-01-03 18:35:53+00:00,llevàis desd dic lleg siguient cualquier acertàis,negative,-1
3346,UC9LNQoxqJOxaC8pwfa49CcA,@juanmuese1025,2024-01-03 18:44:02+00:00,alto vaquerobrm dices teng hipotec años cuales teng años pag qued emple ser desalojad asibrper ellos iràn ella escuadras militares armados helicòpter tank noo,positive,1
3345,UCs_5vJjzwsV3_S6XN-JHTNg,@DavidLopez-kk6fv,2024-01-03 18:47:52+00:00,ser finales ser màxim prueb cuàl ser justific imprim papeles,positive,1
3344,UC3CtkQFWUsXayuXejIeFnsA,@carloszaldivar5864,2024-01-03 18:48:43+00:00,muchas cosas cambiad desd entonces antes dab cred cualquier esta facil ademas creditos tasas fijas histor rep nunc mism form,positive,1
3343,UCFAP2SZvV7qfOcQG3u7_FGA,@joserobles946,2024-01-03 18:49:47+00:00,buen vide bastant explic clar aqui sol oper pacienc esto habr oportunidades par compr casas baratas par teng diner guardad,positive,1
3342,UC_BJis8eHkFBOeyJMVisBtQ,@nadie7480,2024-01-03 18:52:51+00:00,cad subid brusc prolongad tipos interès bajad eeuu,positive,1
3341,UC-B0KjDOIQJDQnbNV6-VF5Q,@nickrock147,2024-01-03 18:53:35+00:00,todos inicios mism canales finanzas periòdicos enti vistas porqu traum comunidad financier sobr event borrar hast tener nuev generaciòn inversores hayan vivid mientras fàcil encontr cad mìnim sign brev punt tiemp par sac alarm gener clicks aprec much este canal parec buen per signif vay difer tajant cuand amer prop pànic mercad cad cos med huel difìcil condiciones clav com moricidad hipotecar falt anàlisis creditic par deudores permitan lleg mism niveles moment tambièn piens mercad asustad fàcil sac provec jug contr tip ingenierì social fàcil aplic miniatur tienes med alta difusiòn com este sincer estoy contr esta pràctic alarm cortin hum,negative,-1
3340,UC-YFSsTenCtZ6XEtKhnurcw,@hamburmeta3415,2024-01-03 18:53:54+00:00,mism adel escrit extensos protocolos com evit bàsicamen hubieran rescatad antes bancos hubier sucedid nad rescataron banc enan banc grand tien problemas rescataràn instant funcion mund dejas caer banc complicad suced mism,negative,-1
3339,UC3QvkJnYVArNp9jw2HqCzOA,@oscarsamano5392,2024-01-03 18:53:58+00:00,bajaron pitc,positive,1
3338,UCZ4ATWi41e8X0gu9jQEba-Q,@Diariodeinversion,2024-01-03 18:55:21+00:00,just acab perd todas ganancias inversiones estoy perdid nasdaq està roj,negative,-1
3337,UCFJcwqgt7OpuMyO1HMNVViw,@javavip,2024-01-03 18:59:25+00:00,engañ,positive,1
3336,UCSGMwypoqbIztjINQd2gJLg,@erikb.l.8195,2024-01-03 19:00:12+00:00,esto compar prim surpris brcrèd par compr apartamentos casas pisos brbras creen esto parecid brbraqu origen otro,positive,1
3335,UCdYPLRUGoOrkfIl35_BML-w,@davidgiberlibriski,2024-01-03 19:02:19+00:00,supong hemos aprendid desd ocurrid supong bajad tipos interès ser lent form progres pròximos años funciòn com evolucion mercad saludos,positive,1
3334,UC9FO3NqtxA8uuyoOrmrD3Qg,@Pirater666l,2024-01-03 19:04:02+00:00,extrañ hacen casas med nad quieren vender carìsimas igual nad compr,positive,1
3333,UCEt4TQ8amGWFxY2huJ0rpaw,@isaacbreik8815,2024-01-03 19:04:13+00:00,alimentos subid mund hablas,positive,1
3332,UCdzPljFQa2NG2kLl5szSU9w,@alexanderrubioanasco5352,2024-01-03 19:05:19+00:00,mencionast mism anterior vide sugier hagas vide cort par volver repet informaciònbrbrd todas formas agradezc vide saludos desd perù,positive,1
3331,UCyf5TNZLZ04aFuvHKQILDXw,@neckm6740,2024-01-03 19:08:03+00:00,vendr hum panic gent durant este tiemp rentabl hum hum,positive,1
3328,UCDItf3xcHricwLsCkP7TccA,@albertosanchez159,2024-01-03 19:19:47+00:00,siempr utilizan mercad inmobiliar cuand quieren inic crisis orden mundial especial cuand tienen presidentes titeres inutiles incapaces com obam ahor biden,negative,-1
3327,UCzpbneOqic08-U8bWAQV5mQ,@carlosbouadipadilla6368,2024-01-03 19:23:39+00:00,puest profund,positive,1
3326,UCY5wAT4p_o98tKK45JaROkA,@davidcarrasco2202,2024-01-03 19:28:26+00:00,tienes años dic mism,negative,-1
3325,UCMQxoor-e2XCu2jV3rdKwkw,@VictorGarciaprincipal,2024-01-03 19:31:57+00:00,ahor enter hipotecas eeuu funcionan,positive,1
3324,UCBoOc7zDW8TmNB9-4NeBHMQ,@WillyWiggum,2024-01-03 19:36:52+00:00,gustar saber com prec viv sub tambien sub cuot hipotec com españ fuer menud inversion mal arriesgas capital banc llev benefic tien sentid brpued sub cuot hipotec sub sin sub,negative,-1
3322,UC51EQuuCGdcMFjCRQ_v3IbQ,@erwin166,2024-01-03 19:42:11+00:00,excelent explicaciòn com siempr,negative,-1
3321,UCCati7vyrKX_WnGZG5K28dA,@raulgh33,2024-01-03 19:58:05+00:00,crisis invent bitcoin,positive,1
3320,UCUnpwrvYHEldVrxokh_Yv0g,@bolivardiaz9443,2024-01-03 19:58:58+00:00,verdad dic anàlisis realidad sab dònd vamos lleg,positive,1
3319,UCkTKvxDeAQKbYeUt8v2x3wA,@olegmikhaylyuk1144,2024-01-03 20:08:22+00:00,tod correct dicen final sub prec viv hipotecas subiràn viviendas compradas anterioridad tod cas bajarìan propietarios tien hipotec variabl significarì habrì propietarios insolventes com insinùan vìde segur subiràn precios viviendas baj tipos per bancos pediràn mayores requisitos econòmicos nuevos propietarios par evit fueran insolventes,negative,-1
3318,UC0fzE_H5Eeo8f2B-7EDj3MQ,@adanvillanueva4319,2024-01-03 20:14:00+00:00,gracias excelent informaciòn bendiciones,positive,1
3317,UCbfigHkBhVQCBWfQLMSaiUg,@NorbertRoche,2024-01-03 20:17:22+00:00,buenìsim,negative,-1
3316,UCU4pVN1AElci1pvMf_pcYFg,@AlexandraObando1981,2024-01-03 20:19:16+00:00,excelent gracias,positive,1
3315,UCBOtm1Ll_gvrVj8gjjXz-fw,@rubinespina9466,2024-01-03 20:24:57+00:00,fascinan anàlisis realizan hacièndolos fàcil entender,positive,1
3314,UCJvfbqUdLqb_KANZcWoIqBw,@inmobiliersilva6560,2024-01-03 20:33:53+00:00,este canal demasiad sensacionalistatod està punt colaps segùn titulares este sid buen par finanzas general estoy evalu dej segu porqu demasiad pesim,positive,1
3313,UCHM_8iySMB97jontufk2MHg,@joseseculin3375,2024-01-03 20:39:13+00:00,siguen estand productos financieros porqu fueron importantes par estall burbuj,positive,1
3312,UCLOKdtvDAno0AspceAtelmA,@sakesyordi4234,2024-01-03 20:50:28+00:00,fals,negative,-1
3311,UCNfqKqI9TFVLPw19nFf7d4w,@camilomesa1902,2024-01-03 20:54:25+00:00,doom deber llamars canal patrocinad grandes gestoras,positive,1
3310,UCEQ5UiG9N3f-HCSN7oq4NjA,@Leonardo---,2024-01-03 21:17:50+00:00,buen trabaj,negative,-1
3309,UCJMc9lHp7-PUNmncA4iko_A,@leslieromero4564,2024-01-03 21:25:02+00:00,actual mayorì crèditos hipotecarios tas fij tant podrì sub taxes valor propiedad,negative,-1
3308,UC8pkpsYwk7ahRjB3zuhwy3A,@miguelangellaraserrano385,2024-01-03 21:34:19+00:00,poder compr cas nuuuuuunc nos errat quizàs model hipotecas distint aquì españ hipotec sub cas sub valor tipos interès tengas banc cas val pagaras mism aunqu precios suban pute euribor interesas com pas ahorabrpuedes revis decirnos model pued americ errat,positive,1
3307,UCAU9MrVeGGF-CtlMEgpll4Q,@javieraaroncordovacastillo6751,2024-01-03 21:36:36+00:00,este tip cosas hacen dart cuent gobiern pur pendej nosotros pusimos,positive,1
3306,UC5IS9d8UUsdqNX760sRAFpA,@clamatac,2024-01-03 21:55:47+00:00,enti prèstamos estados unidos variables suben cuot funciòn prec bien españ fuer daciòn pag serì carnicerì,positive,1
3305,UCueILuh-8Xs352uT1OTayLQ,@dransirniamexico4785,2024-01-03 21:56:46+00:00,dijeron anterior suced,positive,1
3304,UCZrFPLVt8Xpu54lHlrGarSg,@rodrigofloresc.1943,2024-01-03 21:58:28+00:00,excelent anàlisis muchas gracias,positive,1
3303,UCj_4LsIbcunQA1bC0k_YwCQ,@juansantiago8710,2024-01-03 22:08:14+00:00,lascriptomonedasesuncojebob,positive,1
3302,UCenkBJSarA9-JpXDAAjAcUw,@ivoo953,2024-01-03 22:15:51+00:00,tasas interès estàn altas qui dec personas poder ped crèditos acceder hipotec inmobiliarias hayan bajad precios esta form ahor cuand tipos interes bajen cas suced inmuebles recuperarìan part valor,positive,1
3301,UCI3VUaW4rjl5SokkON5O6gA,@brayantolivares3297,2024-01-03 22:16:34+00:00,buen clar,positive,1
